"Company Name","Booth","Website","City, State, Country","Descriptions","Categories","Brands"
"Bee's Wrap, LLC","N108","http://www.beeswrap.com","Bristol,  VT, United States","Bee's Wrap is the sustainable alternative to plastic wrap for food storage. Wrap cheese, a crusty loaf of bread, and fruits and vegetables. Cover a bowl, or pack a snack for your next adventure. Made with organic GOTS-certified cotton, organic jojoba oil, tree resin, and beeswax from sustainably kept hives, Bee's Wrap is washable, reusable, and compostable. Handcrafted in Vermont.","gifts/crafts/jewelry, housewares, kitchen/bath accessories, organic textiles/yarns/fibers, biodegradable products, children's products","Bee's Wrap: Sustainable Food Storage"
"Beetnik",194,"http://www.beetnikfoods.com/retail","Austin,  TX, United States","At Beetnik Foods, we believe that refined flavors can come from the simplest ingredients. That's why our meals are made with only the finest organic ingredients, are in many cases paleo friendly, and like all USDA certified organic products contain no genetically modified organisms. Quite simply, we make delicious organic meals, or as your grandma would call it... Food.","ethnic, food service ready, full line organic grocery, full line organic refrigerated/frozen, refrigerated/frozen entrees, refrigerated/frozen fish/poultry/meats","Chili made with Organic Grass Fed Beef, Organic Grass Fed Beef Meatballs, Organic Peruvian Seasoned Chicken Stew, Organic Chicken Meatballs, Organic Moroccan Seasoned Chicken Stew"
"Belgian Boys","N1328","http://www.belgianboys.com","Farmingdale,  NY, United States","Belgian Boys was founded by two childhood friends from Belgium, who moved to the States and were missing those fine European goodies and delicacies. In 2014, they launched Belgian Boys, a company that manufactures delicious snacks and goodies in Europe and sells in the US, Asia & Europe. All of the Belgian Boys products are made with the freshest & premium quality ingredients... and of course REAL Belgian Chocolate.","confections/desserts, cookies, dairy-free products, kosher/parve products, snacks, trans fat free","Belgian Boys"
"Belgravia Imports, Inc.","N307","http://www.belgraviaimports.com","Middletown,  RI, United States",,"bulk spices/seasonings, bottled waters, condiments, confections/desserts, food service ready, kosher/parve products, preserves/jams/jellies, spices/seasonings, tea, exclusive lines","MALDON Crystal Sea Salt from England KAOKA Organic Chocolate from France SOURCE Premium Water and Cocktail Mixers from Wales MOCKTAILS Alcohol-Free Cocktails"
"Bella B Natural Bodycare",2872,"http://www.bellabbodycare.com","Aliso Viejo,  CA, United States","Bella B is the most complete natural line for mom and baby. Made with organic ingredients. - Reasonable suggested retail price points from $4-20. Bella B Natural Bodycare was founded in 1999 with the Original Tummy Honey Butter. Today, Bella B has one of the broadest selections of mom and baby body care products on the market with 20 full size products, trial and travel size products sample packets. Bella B Bodycare, Inc. is privately owned and located in Aliso Viejo, California, in Orange County","baby care, bath products, cosmetics/beauty aids, foot care, hair care, massage products, skin care, spa product lines, children's products","Bella B Natural Bodycare"
"Bella Viva Orchards, Inc.",1422,"http://www.bellaviva.com/bulk-wholesale-dried-fruit","Denair,  CA, United States","With over 70 years in the fruit industry serving the ingredient, grocery, specialty and private label sectors, Bella Viva Orchards produces natural dried fruits emphasizing custom sizing for ingredient use and artisan quality for snacking. A market leader, we've developed proprietary production methods retaining color, nutritional value, and flavor integrity of additive/preservative-free dried cherries, apples, pears, peaches, and citrus. Offerings include both retail packaging and bulk options.","bulk dried fruit/vegetables, fiber/energy snacks, packaged convenience foods, packaged dried fruit/vegetables, produce, snack bars, snacks, specialty/gourmet products, botanical: fruit & vegetable, raw ingredients","Bella Viva Orchards, Bella Viva Orchards Pure and Natural Fruit Slices"
"Belle and Bella","N700","http://www.belleandbella.com/","Lexington,  MA, United States","A family owned company that revolutionized the home-made yogurt experience with the YogoMagic in 1967.Belle  Bella was one of the original companies in the natural products industry. What started as a small yogurt maker company quickly developed into a commitment to finding sustainable and natural solutions to help people improve or maintain their health and well-being with cutting-edge probiotic products. Belle  Belle is now an innovative company in all things probiotic related.","dairy-free products, vegan foods, gluten/wheat/yeast-free products, cosmetics/beauty aids, skin care, specialty: probiotic organisms, acidophilus/bifidus/lactobacilus, immune support, digestive aids, digestive health","Belle and Bella, YoMagic Automatic Yogurt Maker, Non Dairy Yogurt Starter,Probiology, Probiotic Skin Therapy, Flora Restore 30 and Flora Restore 60"
"Bellucci",5527,"http://belluccipremium.com","Fresno,  CA, United States","BELLUCCI 100% ITALIAN EXTRA VIRGIN OLIVE OIL The best EVOO comes from trees lovingly tended by hand and rooted in the Italian countryside. Small-scale family farming preserves the integrity of the land, and traditional practices are handed down through generations. With our Bellucci traceability app, you can trace each Bellucci bottle of EVOO back to its source in rural Italy. Be a Rootie!! Stop by Booth #5527 and try our new 2017/2018 harvest!","bulk oil, condiments, flavorings, functional food, packaged oils, sauces, specialty/gourmet products, glass bottles, lipids: fats and oils, private labeling/contract manufacturing","Bellucci Legendary Series Toscano PGI Extra Virgin Olive Oil, Bellucci Legendary Series Sicilia PGI Extra Virgin Olive Oil, Bellucci 100% Italian Organic Extra Virgin Olive Oil, Bellucci 100% Italian Extra Virgin Olive Oil"
"Bellwether Farms",4961,"http://www.bellwetherfarms.com","Petaluma,  CA, United States","A family farm and creamery, specializing in cheese and yogurt, located in Sonoma County. In addition to our amazing full fat sheep milk yogurt we are introducing a new organic cow's milk yogurt. Visit us at booth #4961 for a taste!","organic dairy products, refrigerated/frozen dairy","Bellwether Farms Sheep Milk Yogurt, Bellwether Farms Organic Cow Milk Yogurt - NEW Bellwether Farms Creme Fraiche, Bellwether Farms Fromage Blanc, Bellwether Farms Sheep & Cow Milk Cheeses Bellwether Farms Whole Milk Ricotta"
"Bench & Field Pet Foods, LLC",2530,"http://www.benchandfield.com","Grand Rapids,  MI, United States","Holistic Natural Pet Food for dogs and cats. Bench & Field is an Award Winning dog and cat food made in the USA! Made with Natural and Organic ingredients. Natural pet food is the fastest growing segment in the pet food industry. Does your store carry our brand? If not you are missing on a game changing way to attract new customers who consider their pets as family! Booth 4238 Bench & Field Holistic Pet Food Pet Products Section","organic pet products, pet foods, joint health","Bench & Field Holistic Natural Pet Foods and Supplements * Holistic Natural Feline Cat Food *Holistic Natural Canine Dog Food *Holistic Natural Feline and Canine treats"
"BENJAMIN INTERNATIONAL","N2249","WWW.BENJAMININTERNATIONAL.COM","Bristol,  CT, United States",,,
"Berg Imports",3971,"www.bergimports.com","Ann Arbor,  MI, United States",,,
"Bergin Fruit  Nut Co",1613,"http://www.berginfruit.com","Saint Paul,  MN, United States",,"bulk beans/legumes, bulk cereals, bulk dried fruit/vegetables, bulk flour, bulk grains, bulk nuts/seeds, bulk spices/seasonings, full line bulk, organic bulk foods, packaged nuts/seeds",
"Berglandmilch e Gen","N1616","www.berglandmilch.at","Aschbach, , Austria",,,
"Berkeley Life",4281,"http://berkeleylife.com","Chicago,  IL, United States","Berkeley Life Heart Health Supplements support Nitric Oxide levels for Heart Health and help maintain normal healthy blood pressure levels. This 100% drug free supplement provides the dietary nitrates found in plants, as well as key vitamins, to help support Nitric Oxide levels, cardiovascular health, and overall energy and vitality. Patented Berkeley Test Strips are a non-invasive saliva test which shows your Nitric Oxide levels in seconds.","functional food, heart & circulation support, vitamin supplements","Berkeley Life - Nitric Oxide Supplements for Heart Health Berkeley Test - Patented Nitric Oxide Saliva Test Strips"
"Berlin Packaging",2486,"http://www.berlinpackaging.com","Chicago,  IL, United States","Berlin Packaging is North America's premier Hybrid Packaging Supplier(r) of plastic, glass, and metal containers and closures. We supply billions of items annually along with package design, financing, consulting, warehousing, and logistics services for customers across all industries. Berlin Packaging brings together the best of manufacturing, distribution, and value-added service providers.","glass bottles, packaging, plastic bottles, printing/soy inks, consulting, private labeling/contract manufacturing",
"Bernard & Sons Maple Products",106,"http://www.bernards.ca","St Victor,  QC, Canada",,"bulk honey/syrup, bulk sweeteners, organic bulk foods, organic bulk ingredients, sweeteners, syrup/honey","Bernard, Old Fashioned Maple Crest"
